# X Z alpha M alpha_nu logL Teff log<L> <Teff> ndom Pdom       
0.8 0.006 2.5 2.6 0.00 4.135 3730 4.134 3584  0  263.3
0.8 0.006 2.5 2.6 0.01 4.150 3718 4.150 3574  0  274.7
0.8 0.006 2.5 2.6 0.02 4.160 3710 4.160 3561  1  141.9
0.8 0.006 2.5 2.6 0.05 4.190 3686 4.190 3528  0  312.8
0.8 0.006 2.5 2.6 0.10 4.240 3646 4.240 3472  0  372.2
0.8 0.006 2.5 2.6 0.20 4.350 3555 4.349 3311  0  517.0
0.8 0.010 1.5 1.0 0.00 3.105 3254 3.115 3227  1   46.3
0.8 0.010 1.5 1.0 0.01 3.110 3249 3.119 3223  1   46.8
0.8 0.010 1.5 1.0 0.02 3.130 3231 3.139 3204  1   49.4
0.8 0.010 1.5 1.0 0.05 3.145 3217 3.153 3190  1   51.2
0.8 0.010 1.5 1.0 0.10 3.425 2944 3.426 2889  1  108.7
0.8 0.010 1.5 1.0 0.20 3.475 2893 3.475 2835  0  287.5
0.8 0.010 1.5 2.6 0.00 3.925 3040 3.928 2975  0  321.8
0.8 0.010 1.5 2.6 0.01 3.935 3030 3.936 2967  0  329.2
0.8 0.010 1.5 2.6 0.02 3.935 3030 3.936 2972  0  329.2
0.8 0.010 1.5 2.6 0.05 4.130 2846 4.130 2774  1  257.2
0.8 0.010 1.5 2.6 0.10 4.160 2820 4.160 2745  0  775.8
0.8 0.010 1.5 2.6 0.20 4.240 2750 4.240 2681  0 1079.0
0.8 0.010 2.0 1.0 0.00 3.255 3535 3.255 3463  1   47.4
0.8 0.010 2.0 1.0 0.01 3.285 3508 3.283 3441  1   51.2
0.8 0.010 2.0 1.0 0.02 3.300 3493 3.298 3428  1   53.2
0.8 0.010 2.0 1.0 0.05 3.440 3361 3.439 3286  1   78.8
0.8 0.010 2.0 1.0 0.10 3.520 3282 3.519 3203  1   96.8
0.8 0.010 2.0 1.0 0.20 3.605 3198 3.605 3199  1  121.4
0.8 0.010 2.0 2.6 0.00 4.065 3321 4.065 3193  0  338.4
0.8 0.010 2.0 2.6 0.01 4.075 3311 4.075 3183  0  350.7
0.8 0.010 2.0 2.6 0.02 4.080 3307 4.080 3180  0  356.5
0.8 0.010 2.0 2.6 0.05 4.110 3279 4.110 3145  1  177.7
0.8 0.010 2.0 2.6 0.10 4.195 3200 4.195 2954  0  516.0
0.8 0.010 2.0 2.6 0.20 4.270 3132 4.270 2945  0  647.1
0.8 0.010 2.5 1.0 0.00 3.335 3764 3.329 3652  1   45.3
0.8 0.010 2.5 1.0 0.01 3.360 3744 3.353 3626  1   48.5
0.8 0.010 2.5 1.0 0.02 3.390 3719 3.383 3600  1   52.4
0.8 0.010 2.5 1.0 0.05 3.480 3642 3.477 3552  1   66.1
0.8 0.010 2.5 1.0 0.10 3.605 3529 3.605 3456  1   90.4
0.8 0.010 2.5 1.0 0.20 3.715 3428 3.715 3226  0  300.1
0.8 0.010 2.5 2.6 0.00 4.140 3572 4.140 3405  0  315.4
0.8 0.010 2.5 2.6 0.01 4.150 3563 4.150 3389  0  325.8
0.8 0.010 2.5 2.6 0.02 4.155 3559 4.155 3384  0  331.8
0.8 0.010 2.5 2.6 0.05 4.180 3537 4.180 3358  0  361.5
0.8 0.010 2.5 2.6 0.10 4.240 3483 4.240 3259  0  447.9
0.8 0.010 2.5 2.6 0.20 4.345 3389 4.344 3120  0  598.6
